frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
24,415.67081451416016,178.11256885528564,0.9200722575187683,444.5042419433594,156.40055179595947,0.9203667640686035,367.22412109375,157.92467594146729,0.9913918972015381,470.3326416015625,196.42518997192383,0.0010000000474974513,294.7525978088379,225.01643657684326,0.8858513832092285,533.5246276855469,424.9356937408447,0.35695168375968933,201.02182388305664,431.47759437561035,0.558430552482605,581.0120391845703,606.9190406799316,0.0010000000474974513,119.40110206604004,608.5810089111328,0.0010000000474974513,581.0120391845703,606.9190406799316,9.999999747378752e-06,119.40110206604004,608.5810089111328,9.999999747378752e-06,477.4785614013672,821.0256958007812,0.0010000000474974513,233.19049835205078,834.4381141662598,0.0010000000474974513,477.4785614013672,821.0256958007812,9.999999747378752e-06,233.19049835205078,834.4381141662598,9.999999747378752e-06,477.4785614013672,821.0256958007812,9.999999747378752e-06,233.19049835205078,834.4381141662598,9.999999747378752e-06
25,398.2315444946289,164.62396144866943,0.9009419679641724,423.2542419433594,142.09500789642334,0.8518913388252258,353.04176330566406,145.50358772277832,1.0,456.1457061767578,178.73220920562744,0.0010000000474974513,281.40811920166016,215.02088069915771,0.9190031886100769,534.6733093261719,434.65415954589844,0.3186200261116028,190.93141555786133,436.44564628601074,0.6221137046813965,581.3134002685547,594.7072792053223,0.0010000000474974513,129.44984436035156,615.043830871582,0.0010000000474974513,519.3482971191406,411.42863273620605,0.0010000000474974513,129.44984436035156,615.043830871582,9.999999747378752e-06,481.0426330566406,793.7244987487793,0.0010000000474974513,212.3749542236328,812.1965217590332,0.0010000000474974513,481.0426330566406,793.7244987487793,9.999999747378752e-06,212.3749542236328,812.1965217590332,9.999999747378752e-06,481.0426330566406,793.7244987487793,9.999999747378752e-06,212.3749542236328,812.1965217590332,9.999999747378752e-06
26,379.94640350341797,159.19408321380615,0.9112778306007385,408.76537322998047,134.6810245513916,0.8547725081443787,334.72286224365234,139.03202533721924,0.9129844307899475,443.0662536621094,174.15734767913818,0.39124438166618347,277.24557876586914,210.03623485565186,1.0,519.9486923217773,426.1588668823242,0.43038272857666016,168.2668685913086,438.93321990966797,0.6744959950447083,630.0133514404297,622.1201133728027,0.0010000000474974513,113.81775856018066,627.1271324157715,0.0010000000474974513,510.1641845703125,394.2239284515381,0.0010000000474974513,113.81775856018066,627.1271324157715,9.999999747378752e-06,469.4851303100586,830.3198432922363,0.0010000000474974513,221.36611938476562,819.166202545166,0.0010000000474974513,469.4851303100586,830.3198432922363,9.999999747378752e-06,221.36611938476562,819.166202545166,9.999999747378752e-06,469.4851303100586,830.3198432922363,9.999999747378752e-06,221.36611938476562,819.166202545166,9.999999747378752e-06
27,377.0027542114258,160.4426622390747,0.8963608145713806,403.67156982421875,133.68897914886475,0.8622291684150696,329.49954986572266,142.89014339447021,0.9179391264915466,440.18749237060547,176.9361448287964,0.3041248023509979,274.44358825683594,213.30202102661133,1.0,516.3320922851562,426.52427673339844,0.44746047258377075,170.4159164428711,439.4784450531006,0.7265669107437134,586.3332366943359,620.4980278015137,0.0010000000474974513,120.6496524810791,618.8421821594238,0.0010000000474974513,506.3774871826172,406.5065288543701,0.0010000000474974513,120.6496524810791,618.8421821594238,9.999999747378752e-06,468.8935852050781,854.8404121398926,0.0010000000474974513,218.24195861816406,806.2141227722168,0.0010000000474974513,468.8935852050781,854.8404121398926,9.999999747378752e-06,218.24195861816406,806.2141227722168,9.999999747378752e-06,468.8935852050781,854.8404121398926,9.999999747378752e-06,218.24195861816406,806.2141227722168,9.999999747378752e-06
28,373.48133087158203,158.17920684814453,0.9952857494354248,401.2324905395508,133.34917545318604,0.9405859708786011,327.33585357666016,137.46992111206055,0.9319962859153748,435.69419860839844,175.61744213104248,0.401274710893631,267.7476692199707,211.842999458313,0.9148291945457458,515.7895660400391,410.5392551422119,0.0010000000474974513,160.64640045166016,436.0992908477783,0.7208773493766785,593.7978363037109,565.001277923584,0.0010000000474974513,121.06545448303223,633.8247871398926,0.0010000000474974513,518.4631729125977,403.1513500213623,0.0010000000474974513,121.06545448303223,633.8247871398926,9.999999747378752e-06,446.76300048828125,814.4206237792969,0.0010000000474974513,228.34966659545898,829.6722221374512,0.0010000000474974513,446.76300048828125,814.4206237792969,9.999999747378752e-06,228.34966659545898,829.6722221374512,9.999999747378752e-06,446.76300048828125,814.4206237792969,9.999999747378752e-06,228.34966659545898,829.6722221374512,9.999999747378752e-06
29,368.9738464355469,164.98633861541748,0.9106674790382385,394.22435760498047,140.62376976013184,0.8790612816810608,327.93018341064453,143.50818157196045,0.9187608957290649,427.6531982421875,180.2246904373169,0.5302374362945557,269.5105171203613,215.39966583251953,0.9852433204650879,508.404541015625,423.39566230773926,0.38529476523399353,168.892822265625,433.3729648590088,0.7603093981742859,605.9597778320312,607.371768951416,0.0010000000474974513,125.81836700439453,628.2163238525391,0.0010000000474974513,508.39637756347656,395.5972194671631,0.0010000000474974513,125.81836700439453,628.2163238525391,9.999999747378752e-06,459.3629837036133,763.2955741882324,0.0010000000474974513,224.93879318237305,816.6289329528809,0.0010000000474974513,459.3629837036133,763.2955741882324,9.999999747378752e-06,224.93879318237305,816.6289329528809,9.999999747378752e-06,459.3629837036133,763.2955741882324,9.999999747378752e-06,224.93879318237305,816.6289329528809,9.999999747378752e-06
30,367.4619674682617,168.044114112854,0.9228852987289429,392.32959747314453,143.52946758270264,0.91303551197052,323.58463287353516,149.74152088165283,0.9332897663116455,427.8248977661133,187.86542415618896,0.5140171647071838,268.39942932128906,220.7701063156128,0.9897085428237915,548.8204193115234,418.8024616241455,0.0010000000474974513,166.05987548828125,432.09388732910156,0.7691267728805542,628.1182861328125,568.4924125671387,0.0010000000474974513,123.87812614440918,637.0492172241211,0.0010000000474974513,490.06263732910156,387.33959197998047,0.0010000000474974513,123.87812614440918,637.0492172241211,9.999999747378752e-06,538.3652114868164,800.6698608398438,0.0010000000474974513,213.63006591796875,838.531494140625,0.0010000000474974513,538.3652114868164,800.6698608398438,9.999999747378752e-06,213.63006591796875,838.531494140625,9.999999747378752e-06,538.3652114868164,800.6698608398438,9.999999747378752e-06,213.63006591796875,838.531494140625,9.999999747378752e-06
31,365.0215148925781,179.6561050415039,0.9526219964027405,391.8058395385742,153.17546367645264,0.9481088519096375,323.85902404785156,157.77153968811035,0.9991408586502075,426.162109375,190.90111255645752,0.6009031534194946,267.833251953125,218.248028755188,0.9546480774879456,510.1301956176758,419.983606338501,0.3063718378543854,172.53646850585938,433.38635444641113,0.7169650793075562,577.7377319335938,590.9643173217773,0.0010000000474974513,122.6954174041748,628.5227394104004,0.0010000000474974513,491.1659622192383,403.4619140625,0.0010000000474974513,122.6954174041748,628.5227394104004,9.999999747378752e-06,476.8584442138672,801.2532234191895,0.0010000000474974513,224.64763641357422,815.859317779541,0.0010000000474974513,476.8584442138672,801.2532234191895,9.999999747378752e-06,224.64763641357422,815.859317779541,9.999999747378752e-06,476.8584442138672,801.2532234191895,9.999999747378752e-06,224.64763641357422,815.859317779541,9.999999747378752e-06
32,370.1253128051758,182.36253261566162,0.9024186730384827,394.74910736083984,155.25831699371338,0.9149160981178284,329.04869079589844,157.6001501083374,1.0,433.4352493286133,192.89398670196533,0.44941797852516174,270.23059844970703,218.9214277267456,0.9174872040748596,496.8595504760742,424.9518871307373,0.355412095785141,171.85016632080078,434.73578453063965,0.6921401619911194,570.1492309570312,578.9986610412598,0.0010000000474974513,126.1954402923584,629.8444747924805,0.0010000000474974513,505.7340621948242,416.79110527038574,0.0010000000474974513,126.1954402923584,629.8444747924805,9.999999747378752e-06,470.33233642578125,784.098072052002,0.0010000000474974513,219.89160537719727,820.6762504577637,0.0010000000474974513,470.33233642578125,784.098072052002,9.999999747378752e-06,219.89160537719727,820.6762504577637,9.999999747378752e-06,470.33233642578125,784.098072052002,9.999999747378752e-06,219.89160537719727,820.6762504577637,9.999999747378752e-06
33,371.28543853759766,182.7866792678833,0.9338036775588989,395.2921676635742,158.87547969818115,0.9508756995201111,330.20687103271484,161.69155597686768,0.9526035189628601,433.4580993652344,196.30937576293945,0.44100528955459595,273.5120391845703,219.09364700317383,0.9983232021331787,496.0403060913086,403.4835433959961,0.3688907325267792,176.12228393554688,434.2770767211914,0.7351373434066772,569.5941543579102,567.8299140930176,0.0010000000474974513,133.32799911499023,629.8647880554199,0.0010000000474974513,507.1659469604492,417.96069145202637,0.0010000000474974513,133.32799911499023,629.8647880554199,9.999999747378752e-06,469.83264923095703,761.0110473632812,0.0010000000474974513,221.34815216064453,820.4133796691895,0.0010000000474974513,469.83264923095703,761.0110473632812,9.999999747378752e-06,221.34815216064453,820.4133796691895,9.999999747378752e-06,469.83264923095703,761.0110473632812,9.999999747378752e-06,221.34815216064453,820.4133796691895,9.999999747378752e-06
34,382.71900177001953,182.24972248077393,0.9359737634658813,408.7925720214844,160.98140716552734,0.9160309433937073,342.83592224121094,162.52458572387695,0.9914324283599854,442.9598617553711,195.3217077255249,0.47272989153862,282.6499366760254,217.04206466674805,0.9260683059692383,504.36485290527344,426.4523220062256,0.3524777889251709,178.15654754638672,434.36988830566406,0.729621171951294,567.7260589599609,577.0293045043945,0.0010000000474974513,137.27502822875977,630.7662963867188,0.0010000000474974513,513.3787155151367,423.50478172302246,0.0010000000474974513,137.27502822875977,630.7662963867188,9.999999747378752e-06,455.85174560546875,765.1930046081543,0.0010000000474974513,221.68352127075195,823.4886360168457,0.0010000000474974513,455.85174560546875,765.1930046081543,9.999999747378752e-06,221.68352127075195,823.4886360168457,9.999999747378752e-06,455.85174560546875,765.1930046081543,9.999999747378752e-06,221.68352127075195,823.4886360168457,9.999999747378752e-06
35,398.47259521484375,185.1227045059204,0.8757138252258301,425.5610656738281,160.62894344329834,0.8815310001373291,361.6625213623047,161.81457996368408,1.0,457.40787506103516,187.50067234039307,0.41489550471305847,296.3495635986328,210.71446895599365,0.8610490560531616,525.3312301635742,424.91466522216797,0.3530547320842743,186.31994247436523,431.19532585144043,0.703772246837616,594.6738815307617,580.118293762207,0.0010000000474974513,129.88052368164062,634.6312522888184,0.0010000000474974513,594.6738815307617,580.118293762207,9.999999747378752e-06,129.88052368164062,634.6312522888184,9.999999747378752e-06,474.9345016479492,772.7408409118652,0.0010000000474974513,222.22023010253906,840.9756660461426,0.0010000000474974513,474.9345016479492,772.7408409118652,9.999999747378752e-06,222.22023010253906,840.9756660461426,9.999999747378752e-06,474.9345016479492,772.7408409118652,9.999999747378752e-06,222.22023010253906,840.9756660461426,9.999999747378752e-06
36,417.99476623535156,193.19837093353271,0.8654381632804871,453.6321258544922,175.53555965423584,0.8888846039772034,383.82347106933594,162.85972595214844,1.0,478.16356658935547,211.53229236602783,0.40775126218795776,313.50196838378906,208.71727466583252,0.8693912625312805,529.3926620483398,419.3528366088867,0.374939888715744,194.12525177001953,425.7696533203125,0.6994648575782776,576.051139831543,590.1628875732422,0.0010000000474974513,124.15019035339355,626.6006469726562,0.0010000000474974513,576.051139831543,590.1628875732422,9.999999747378752e-06,124.15019035339355,626.6006469726562,9.999999747378752e-06,458.5457992553711,782.5111198425293,0.0010000000474974513,223.84693145751953,828.0720520019531,0.0010000000474974513,458.5457992553711,782.5111198425293,9.999999747378752e-06,223.84693145751953,828.0720520019531,9.999999747378752e-06,458.5457992553711,782.5111198425293,9.999999747378752e-06,223.84693145751953,828.0720520019531,9.999999747378752e-06
37,428.73172760009766,193.5862112045288,0.9185543060302734,462.55672454833984,174.07763957977295,0.909932017326355,393.98780822753906,161.2834596633911,0.9819494485855103,487.8598403930664,213.04399967193604,0.5219249725341797,327.2478485107422,199.6550989151001,0.9442565441131592,532.3812103271484,434.3254566192627,0.3466947078704834,191.39598846435547,427.2679138183594,0.725426435470581,586.9260787963867,574.0205955505371,0.0010000000474974513,151.75262451171875,641.1170196533203,0.0010000000474974513,530.5638122558594,409.6362590789795,0.0010000000474974513,151.75262451171875,641.1170196533203,9.999999747378752e-06,480.92811584472656,789.0694999694824,0.0010000000474974513,229.34988021850586,840.307445526123,0.0010000000474974513,480.92811584472656,789.0694999694824,9.999999747378752e-06,229.34988021850586,840.307445526123,9.999999747378752e-06,480.92811584472656,789.0694999694824,9.999999747378752e-06,229.34988021850586,840.307445526123,9.999999747378752e-06
38,453.14022064208984,189.9673891067505,0.8845815062522888,486.8190383911133,174.74292755126953,0.8933908939361572,420.90526580810547,156.17578983306885,0.919897735118866,510.1416015625,209.9496030807495,0.5051453113555908,344.4465637207031,200.4819917678833,1.0,534.5550155639648,416.83281898498535,0.4869201183319092,200.3502082824707,417.7748107910156,0.8160768747329712,592.050895690918,552.9983711242676,0.0010000000474974513,118.2963752746582,634.4609069824219,0.0010000000474974513,556.512336730957,377.8246307373047,0.0009553153067827225,118.2963752746582,634.4609069824219,9.999999747378752e-06,478.96827697753906,745.0204467773438,0.0010000000474974513,242.07056045532227,829.233226776123,0.0010000000474974513,478.96827697753906,745.0204467773438,9.999999747378752e-06,242.07056045532227,829.233226776123,9.999999747378752e-06,478.96827697753906,745.0204467773438,9.999999747378752e-06,242.07056045532227,829.233226776123,9.999999747378752e-06
39,483.50025177001953,194.60642337799072,0.9264571070671082,518.7094879150391,179.8683500289917,0.9817236065864563,448.70471954345703,157.87134647369385,0.9071462750434875,540.4753494262695,218.1568479537964,0.35438475012779236,366.7607879638672,192.51245498657227,0.8477270603179932,523.953742980957,428.63525390625,0.34654152393341064,211.4490509033203,409.7054958343506,0.7843164205551147,614.9769973754883,526.4206695556641,0.0010000000474974513,91.44913673400879,616.6543579101562,0.0010000000474974513,614.9769973754883,526.4206695556641,9.999999747378752e-06,91.44913673400879,616.6543579101562,9.999999747378752e-06,491.63246154785156,684.4917869567871,0.0010000000474974513,242.48672485351562,843.6519813537598,0.0010000000474974513,491.63246154785156,684.4917869567871,9.999999747378752e-06,242.48672485351562,843.6519813537598,9.999999747378752e-06,491.63246154785156,684.4917869567871,9.999999747378752e-06,242.48672485351562,843.6519813537598,9.999999747378752e-06
40,499.62589263916016,199.0601921081543,0.8180193305015564,534.5812606811523,182.40453243255615,0.8300185799598694,470.1901626586914,164.21629428863525,0.915465235710144,560.4407119750977,223.24607849121094,0.495795875787735,389.29351806640625,192.59186267852783,0.9811859130859375,548.91357421875,425.1548480987549,0.32020285725593567,217.4574851989746,396.95094108581543,0.8340272903442383,648.0187225341797,567.1623229980469,0.0010000000474974513,109.74700927734375,624.6617317199707,0.0010000000474974513,648.0187225341797,567.1623229980469,9.999999747378752e-06,109.74700927734375,624.6617317199707,9.999999747378752e-06,466.40628814697266,737.2943115234375,0.0010000000474974513,254.48816299438477,893.3801078796387,0.0010000000474974513,466.40628814697266,737.2943115234375,9.999999747378752e-06,254.48816299438477,893.3801078796387,9.999999747378752e-06,466.40628814697266,737.2943115234375,9.999999747378752e-06,254.48816299438477,893.3801078796387,9.999999747378752e-06
41,514.8298645019531,213.62155437469482,0.7366893291473389,554.9564743041992,198.59323024749756,0.7181393504142761,482.7173614501953,172.96932220458984,0.7891539931297302,576.6069793701172,231.2352418899536,0.346566379070282,399.3154525756836,194.46314334869385,0.9105116128921509,562.3899841308594,434.9879550933838,0.3202061951160431,223.80409240722656,393.76742362976074,0.8063472509384155,609.8795700073242,595.7562446594238,0.0010000000474974513,87.54949569702148,601.1996269226074,0.0010000000474974513,609.8795700073242,595.7562446594238,9.999999747378752e-06,87.54949569702148,601.1996269226074,9.999999747378752e-06,532.6322937011719,775.3559875488281,0.0010000000474974513,256.2811279296875,862.5535011291504,0.0010000000474974513,532.6322937011719,775.3559875488281,9.999999747378752e-06,256.2811279296875,862.5535011291504,9.999999747378752e-06,532.6322937011719,775.3559875488281,9.999999747378752e-06,256.2811279296875,862.5535011291504,9.999999747378752e-06
42,523.0050659179688,211.6876459121704,0.702240526676178,557.7381134033203,194.97825622558594,0.7101457118988037,493.1977844238281,172.17946529388428,0.8049880266189575,591.3449096679688,230.70231914520264,0.3590489327907562,407.0819091796875,194.60912704467773,0.8932717442512512,607.1786880493164,463.7490177154541,0.0010000000474974513,226.9500732421875,406.20646476745605,0.7987474799156189,607.1786880493164,463.7490177154541,9.999999747378752e-06,88.13458442687988,625.7038307189941,0.0010000000474974513,607.1786880493164,463.7490177154541,9.999999747378752e-06,88.13458442687988,625.7038307189941,9.999999747378752e-06,607.1786880493164,463.7490177154541,9.999999747378752e-06,256.068058013916,880.4924011230469,0.0010000000474974513,607.1786880493164,463.7490177154541,9.999999747378752e-06,256.068058013916,880.4924011230469,9.999999747378752e-06,607.1786880493164,463.7490177154541,9.999999747378752e-06,256.068058013916,880.4924011230469,9.999999747378752e-06
43,526.8808364868164,210.68395614624023,0.5918809771537781,558.7783432006836,189.07751083374023,0.5124142169952393,495.75313568115234,172.00588703155518,0.7604469656944275,598.6196136474609,230.4122543334961,0.0010000000474974513,409.8465347290039,195.03450393676758,0.8460112810134888,612.1702194213867,466.957426071167,0.0010000000474974513,218.06133270263672,404.7216796875,0.704221248626709,612.1702194213867,466.957426071167,9.999999747378752e-06,86.23968124389648,606.2917327880859,0.0010000000474974513,612.1702194213867,466.957426071167,9.999999747378752e-06,86.23968124389648,606.2917327880859,9.999999747378752e-06,612.1702194213867,466.957426071167,9.999999747378752e-06,260.86498260498047,894.9943542480469,0.0010000000474974513,612.1702194213867,466.957426071167,9.999999747378752e-06,260.86498260498047,894.9943542480469,9.999999747378752e-06,612.1702194213867,466.957426071167,9.999999747378752e-06,260.86498260498047,894.9943542480469,9.999999747378752e-06
44,530.3160858154297,225.22786617279053,0.3430505692958832,556.1838531494141,200.47498226165771,0.2439471334218979,503.9402770996094,184.79455947875977,0.5811963677406311,578.4420776367188,222.18087673187256,0.0010000000474974513,407.2959899902344,196.37705326080322,0.8701404333114624,543.8407516479492,428.6173725128174,0.30997490882873535,216.91749572753906,401.262845993042,0.7853586077690125,609.0118408203125,543.8505363464355,0.0010000000474974513,92.15184211730957,592.0206642150879,0.0010000000474974513,609.0118408203125,543.8505363464355,9.999999747378752e-06,92.15184211730957,592.0206642150879,9.999999747378752e-06,503.95469665527344,715.4608154296875,0.0010000000474974513,241.99254989624023,886.1384010314941,0.0010000000474974513,503.95469665527344,715.4608154296875,9.999999747378752e-06,241.99254989624023,886.1384010314941,9.999999747378752e-06,503.95469665527344,715.4608154296875,9.999999747378752e-06,241.99254989624023,886.1384010314941,9.999999747378752e-06
45,501.53175354003906,203.42209339141846,0.8486473560333252,533.8138961791992,185.88545322418213,0.8228824734687805,473.60137939453125,163.16974639892578,1.0,566.3072204589844,224.4127607345581,0.5463188886642456,388.85265350341797,189.46359157562256,0.9485055208206177,590.351448059082,449.24426078796387,0.0010000000474974513,203.40190887451172,403.9732360839844,0.7323295474052429,590.351448059082,449.24426078796387,9.999999747378752e-06,91.90916061401367,620.4437255859375,0.0010000000474974513,590.351448059082,449.24426078796387,9.999999747378752e-06,91.90916061401367,620.4437255859375,9.999999747378752e-06,590.351448059082,449.24426078796387,9.999999747378752e-06,261.1348342895508,902.0304107666016,0.0010000000474974513,590.351448059082,449.24426078796387,9.999999747378752e-06,261.1348342895508,902.0304107666016,9.999999747378752e-06,590.351448059082,449.24426078796387,9.999999747378752e-06,261.1348342895508,902.0304107666016,9.999999747378752e-06
46,475.4913330078125,196.62225723266602,0.7678322792053223,511.710205078125,182.2010850906372,0.701731264591217,444.6106719970703,161.7577028274536,0.8210764527320862,545.4648208618164,223.0215883255005,0.37615495920181274,368.66188049316406,193.10853481292725,0.911837100982666,532.0407104492188,411.01595878601074,0.3556901216506958,195.6644630432129,408.3468532562256,0.765296995639801,599.2206192016602,510.45976638793945,0.0010000000474974513,122.55794525146484,653.5324859619141,0.0010000000474974513,599.2206192016602,510.45976638793945,9.999999747378752e-06,122.55794525146484,653.5324859619141,9.999999747378752e-06,569.5725250244141,658.5029411315918,0.0010000000474974513,250.27667999267578,866.268482208252,0.0010000000474974513,569.5725250244141,658.5029411315918,9.999999747378752e-06,250.27667999267578,866.268482208252,9.999999747378752e-06,569.5725250244141,658.5029411315918,9.999999747378752e-06,250.27667999267578,866.268482208252,9.999999747378752e-06
47,437.4208450317383,188.81070613861084,0.8655032515525818,473.16295623779297,175.6876802444458,0.8605080842971802,409.81658935546875,152.67452716827393,0.8718997240066528,501.65679931640625,212.05219745635986,0.5116066336631775,334.23301696777344,188.45598220825195,0.9743604063987732,497.85980224609375,392.48385429382324,0.45391377806663513,179.80607986450195,419.16446685791016,0.7968758344650269,588.3474349975586,498.75377655029297,0.0010000000474974513,84.31539535522461,632.6486778259277,0.0010000000474974513,592.8188323974609,447.17594146728516,0.0010000000474974513,84.31539535522461,632.6486778259277,9.999999747378752e-06,500.08983612060547,667.2552680969238,0.0010000000474974513,234.38745498657227,858.6062622070312,0.0010000000474974513,500.08983612060547,667.2552680969238,9.999999747378752e-06,234.38745498657227,858.6062622070312,9.999999747378752e-06,500.08983612060547,667.2552680969238,9.999999747378752e-06,234.38745498657227,858.6062622070312,9.999999747378752e-06
48,411.35345458984375,169.87170696258545,0.9044714570045471,446.4011764526367,155.09229183197021,0.9189549684524536,378.03497314453125,134.18442249298096,0.9701296091079712,470.71372985839844,195.35127639770508,0.4991464614868164,303.9356803894043,177.2171401977539,0.9271689057350159,464.1873550415039,384.7023010253906,0.24874508380889893,162.96009063720703,424.30689811706543,0.7132647037506104,552.2740173339844,564.397029876709,0.0010000000474974513,114.83717918395996,645.6279945373535,0.0010000000474974513,526.8191909790039,420.85118293762207,0.0005121669382788241,114.83717918395996,645.6279945373535,9.999999747378752e-06,462.62950897216797,751.5209770202637,0.0010000000474974513,208.05965423583984,860.2654838562012,0.0010000000474974513,462.62950897216797,751.5209770202637,9.999999747378752e-06,208.05965423583984,860.2654838562012,9.999999747378752e-06,462.62950897216797,751.5209770202637,9.999999747378752e-06,208.05965423583984,860.2654838562012,9.999999747378752e-06
49,382.14378356933594,164.9899435043335,0.8621028661727905,416.04774475097656,139.4613218307495,0.8701027631759644,341.91333770751953,133.96310806274414,1.0,444.0577697753906,173.1117296218872,0.0010000000474974513,274.85864639282227,193.41600894927979,0.8795519471168518,463.8369369506836,375.11881828308105,0.3475286364555359,155.2836799621582,433.31128120422363,0.6959739923477173,562.952880859375,508.0692672729492,0.0010000000474974513,119.01142120361328,645.3911018371582,0.0010000000474974513,567.4798202514648,435.64656257629395,0.00016904002404771745,119.01142120361328,645.3911018371582,9.999999747378752e-06,450.91156005859375,734.0642738342285,0.0010000000474974513,211.84234619140625,849.7354888916016,0.0010000000474974513,450.91156005859375,734.0642738342285,9.999999747378752e-06,211.84234619140625,849.7354888916016,9.999999747378752e-06,450.91156005859375,734.0642738342285,9.999999747378752e-06,211.84234619140625,849.7354888916016,9.999999747378752e-06
50,332.7467346191406,160.08134365081787,0.9561727643013,359.16446685791016,124.27873134613037,0.8830834627151489,289.30057525634766,131.81659698486328,0.9053676724433899,396.4092254638672,151.29971981048584,0.5194897651672363,230.3872299194336,187.91444778442383,0.8335117697715759,474.4026565551758,352.6599597930908,0.45218464732170105,146.11225128173828,421.9607162475586,0.5782375931739807,586.0028839111328,501.7819404602051,0.0010000000474974513,133.83854866027832,636.0397338867188,0.0010000000474974513,499.46590423583984,391.52034759521484,0.0010000000474974513,133.83854866027832,636.0397338867188,9.999999747378752e-06,447.04566955566406,736.5369987487793,0.0010000000474974513,205.16931533813477,805.770092010498,0.0010000000474974513,447.04566955566406,736.5369987487793,9.999999747378752e-06,205.16931533813477,805.770092010498,9.999999747378752e-06,447.04566955566406,736.5369987487793,9.999999747378752e-06,205.16931533813477,805.770092010498,9.999999747378752e-06
51,318.0827331542969,160.6863784790039,0.8872935175895691,339.0214538574219,125.54221630096436,0.9548645615577698,276.9091796875,131.87922477722168,0.8695665597915649,374.9241256713867,158.3317995071411,0.5762998461723328,208.23270797729492,196.0438585281372,0.8410727977752686,469.891357421875,355.55511474609375,0.4411343038082123,143.45261573791504,428.3774471282959,0.6165223121643066,585.7875442504883,535.4363250732422,0.0010000000474974513,130.18253326416016,635.526180267334,0.0010000000474974513,483.49952697753906,393.46641540527344,0.0010000000474974513,130.18253326416016,635.526180267334,9.999999747378752e-06,478.0437469482422,699.5564460754395,0.0010000000474974513,205.64682006835938,800.5439758300781,0.0010000000474974513,478.0437469482422,699.5564460754395,9.999999747378752e-06,205.64682006835938,800.5439758300781,9.999999747378752e-06,478.0437469482422,699.5564460754395,9.999999747378752e-06,205.64682006835938,800.5439758300781,9.999999747378752e-06
52,288.59994888305664,162.3760986328125,0.8189317584037781,312.6826286315918,124.28561210632324,0.8111338019371033,251.5666389465332,136.4332151412964,0.8181467652320862,354.67540740966797,163.3635377883911,0.7597729563713074,192.38037109375,204.49955463409424,0.9445655941963196,436.0807418823242,323.82107734680176,0.6276459097862244,135.8131980895996,436.63055419921875,0.7235170602798462,607.7030181884766,503.78997802734375,0.0010000000474974513,120.62958717346191,618.0780601501465,0.0010000000474974513,495.7014465332031,374.62005615234375,0.0010000000474974513,120.62958717346191,618.0780601501465,9.999999747378752e-06,579.4118881225586,662.7521324157715,0.0010000000474974513,193.92366409301758,787.8796577453613,0.0010000000474974513,579.4118881225586,662.7521324157715,9.999999747378752e-06,193.92366409301758,787.8796577453613,9.999999747378752e-06,579.4118881225586,662.7521324157715,9.999999747378752e-06,193.92366409301758,787.8796577453613,9.999999747378752e-06
53,284.8331642150879,159.9827527999878,0.9304433465003967,306.799259185791,125.85757255554199,1.0,237.28544235229492,139.05279636383057,0.8767392635345459,350.44410705566406,165.47143936157227,0.8239434957504272,179.7492790222168,203.39949131011963,0.8679552674293518,466.1458969116211,394.13283348083496,0.4493997395038605,134.8037624359131,429.4596862792969,0.6054731011390686,595.6149291992188,572.0411682128906,0.0010000000474974513,115.91127395629883,628.8306999206543,0.0010000000474974513,510.66967010498047,375.83985328674316,0.0010000000474974513,115.91127395629883,628.8306999206543,9.999999747378752e-06,526.7087173461914,764.5307922363281,0.0010000000474974513,201.81804656982422,824.5866394042969,0.0010000000474974513,526.7087173461914,764.5307922363281,9.999999747378752e-06,201.81804656982422,824.5866394042969,9.999999747378752e-06,526.7087173461914,764.5307922363281,9.999999747378752e-06,201.81804656982422,824.5866394042969,9.999999747378752e-06
54,288.29288482666016,161.80513858795166,0.9390243887901306,309.36864852905273,126.07635498046875,0.983680784702301,246.42696380615234,134.89517211914062,0.8451058864593506,349.36710357666016,166.13784313201904,0.7975578904151917,179.07367706298828,192.347731590271,0.8207887411117554,485.7545852661133,396.8674850463867,0.5490772724151611,136.30252838134766,435.62745094299316,0.5630813241004944,596.6873931884766,582.2733879089355,0.0010000000474974513,121.81556701660156,618.2949256896973,0.0010000000474974513,513.6918258666992,371.5203380584717,0.0010000000474974513,121.81556701660156,618.2949256896973,9.999999747378752e-06,482.63004302978516,837.8022766113281,0.0010000000474974513,218.24031829833984,780.4062080383301,0.0010000000474974513,482.63004302978516,837.8022766113281,9.999999747378752e-06,218.24031829833984,780.4062080383301,9.999999747378752e-06,482.63004302978516,837.8022766113281,9.999999747378752e-06,218.24031829833984,780.4062080383301,9.999999747378752e-06
